Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
502933,,KATRSPG,KATARE SPINNING MILLS LTD.,Active,XT,10.00,INE498G01015,Textiles,Equity
502937,,KESORAMIND,KESORAM INDUSTRIES LTD.,Active,B ,10.00,INE087A01019,Diversified,Equity
502943,,KHATAU,KHATAU MAKANJI SPG.& WVG.CO.LTD.,Delisted,P ,10.00,NA          ,Misc.Commercial Services,Equity
502954,,LDTXL,L.D.TEXTILE INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
502958,,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Active,X ,100.00,INE938C01019,Textiles,Equity
502986,,VTL,VARDHMAN TEXTILES LTD.,Active,A ,10.00,INE825A01012,Textiles,Equity
502991,,MAHWRML,MAHESHWARI MILLS LTD.,Delisted,Z ,10.00,NA          , ,Equity
502995,,MALWACOTT,MALWA COTTON SPINNING MILLS LTD.,Delisted,XT,10.00,INE272B01015,Textiles,Equity
503001,,MATUSTX,MATUSHREE TEXTILES LTD.,Delisted,Z ,10.00,NA          , ,Equity
503015,,MODERN,MODERN INDIA LTD.-$,Active,XT,2.00,INE251D01023,Comm.Trading  & Distribution,Equity
503031,,PENINLAND,PENINSULA LAND LTD.,Active,B ,2.00,INE138A01028,Realty,Equity
503046,,NAVSARI,NAVSARI COTTON & SILK MILLS LTD.,Delisted,Z ,100.00,NA          , ,Equity
503092,,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,Active,Z ,10.00,INE909B01020,Textiles,Equity
503100,,PHOENIXLTD,The Phoenix Mills Ltd,Active,A ,2.00,INE211B01039,Realty,Equity
503101,,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B ,5.00,INE182D01020,Realty,Equity
503127,,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,Active,XT,100.00,INE491N01016,Diversified,Equity
503162,,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,X ,10.00,INE750D01016,Textiles,Equity
503169,,RUBYMILLS,RUBY MILLS LTD.,Active,B ,5.00,INE301D01026,Textiles,Equity
503205,,SHREERAM,SHREE RAM URBAN INFRASTRUCTURE LTD.,Suspended,XT,10.00,INE164H01011,Realty,Equity
503229,,SIMPLXREA,SIMPLEX REALTY LTD.,Active,X ,10.00,INE167H01014,Realty,Equity
503243,,SAMSPIN,SAMRAT SPINNERS LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
503297,,SUPERSYN,SUPER SYNCOTEX (INDIA) LTD.,Suspended,X ,10.00,INE542D01017,Textiles,Equity
503301,,SVDSIMI,SVADESHI MILLS CO.LTD.,Delisted,Z ,10.00,NA          , ,Equity
503310,,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1.00,INE665A01038,Textiles,Equity
503349,,VICTMILL,VICTORIA MILLS LTD.,Active,X ,100.00,INE203D01016,Textiles,Equity
503622,,ZSVTRADI,S.V.TRADING & AGENCIES LTD.,Active,XT,10.00,INE404N01019,Other Financial Services,Equity
503624,,ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,Active,XT,10.00,INE406N01014,Other Financial Services,Equity
503628,,ZDOLPINV,DOLPHIN INVESTMENTS LTD.,Delisted,P ,10.00,NA          ,Other Financial Services,Equity
503630,,SHELLIN,SHELL INFOTECH LTD.,Delisted,ZP,10.00, ,Misc.Commercial Services,Equity
503635,,SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,XT,10.00,INE315N01017,Other Financial Services,Equity
503637,,DHANLEELA,DHANLEELA INVESTMENTS & TRADING COMPANY LTD.,Suspended,X ,2.00,INE683D01027,Other Financial Services,Equity
503639,,INDSOYA,INDSOYA LTD.,Active,P ,10.00,INE314N01010,Misc.Commercial Services,Equity
503641,,ZODIACVEN,Zodiac Ventures Limited,Active,XT,1.00,INE945J01027,Consulting Services,Equity
503655,,AEONIA,AEONIAN INVESTMENTS CO.LTD.,Delisted,X ,2.00,INE421F01027,Investment Companies,Equity
503657,,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,Active,X ,10.00,INE255E01030,Electric Utilities,Equity
503659,,SW1,SW Investments Ltd,Active,XT,10.00,INE948K01011,Misc.Commercial Services,Equity
503660,,SHETYLSDM,SHETTY LEASING (INDIA) LTD.,Delisted,Z ,10.00,NA          , ,Equity
503663,,TILAK,Tilak Ventures Ltd,Active,XT,1.00,INE026L01022,Investment Companies,Equity
503665,,NEWCCRD,NEW CITY CREDIT & INVESTMENT LTD.,Delisted,Z ,10.00,NA          , ,Equity
503666,,ZMANOWIN,MANOWAY INVESTMENTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
503669,,KKFIN,K K Fincorp Limited,Active,XT,10.00,INE509J01013,Misc.Commercial Services,Equity
503671,,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,XT,10.00,INE130N01010,Other Financial Services,Equity
503673,,CMMQ,CMM BROADCASTING NETWORK LTD.,Delisted,X ,1.00,INE199B01028,Broadcasting & Cable TV,Equity
503675,,WAGEND,Wagend Infra Venture Limited,Active,X ,2.00,INE786K01023,Misc.Commercial Services,Equity
503677,,ZLIGHTHS,LIGHT HOUSE INVESTMENTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
503679,,GLMINEF,GOLDMINE FINTRADE LTD.,Delisted,Z ,10.00,NA          , ,Equity
503681,,ELCIDIN,ELCID INVESTMENTS LTD.,Active,XT,10.00,INE927X01018,Misc.Commercial Services,Equity
503683,,ZRAIINVE,RAI INVESTMENTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
503685,,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,Suspended,Z ,10.00,INE828I01019,Movies & Entertainment,Equity
503689,,HEALINV,HEALTHY INVESTMENTS LTD.,Active,XT,10.00,INE160N01017,Misc.Commercial Services,Equity
503691,,SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,Active,XT,10.00,INE479B01016,Broadcasting & Cable TV,Equity
503693,,SOLITIN,SOLITAIRE INVESTMENTS CO.LTD.,Suspended,P ,10.00,INE416G01017,Misc.Commercial Services,Equity
503695,,COBALIN,COBAL INVESTMENTS CO.LTD.,Delisted,Z ,10.00,NA          , ,Equity
503696,,SHRENTI,SHREENATH INVESTMENTS CO.LTD.,Active,XT,10.00,INE475V01012,Misc.Commercial Services,Equity
503699,,GEODESIC,GEODESIC LTD.,Delisted,XT,2.00,INE371D01029,Internet Software & Services,Equity
503721,,ZHARYCONDM,ZHARYCONDM,Delisted,Z ,10.00,NA          , ,Equity
503722,,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B ,10.00,INE629D01012,Textiles,Equity
503723,,ZAMBISLK,AMBIKA SILK MILLS LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
503728,,BOMSILKDM,BOMBAY SILK MILLS LTD.,Delisted,Z ,10.00,NA          , ,Equity
503738,,GSLINDL,GSL (INDIA) LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
503744,,GRWRENY,GARWARE NYLONS LTD.,Delisted,Z ,10.00,NA          , ,Equity
503749,,APR,APR LTD.,Delisted,B ,10.00,INE193A01015, ,Equity
503772,,MODWOOL,MODELLA WOOLLENS LTD.,Suspended,XT,10.00,INE380D01012,Comm.Trading  & Distribution,Equity
503776,,MODIPON,MODIPON LTD.,Active,X ,10.00,INE170C01019,Agrochemicals,Equity
503780,,NRC,NRC LTD.,Delisted,Z ,10.00,INE953C01018,Textiles,Equity
503788,,SHRUSYN,SHRUTI SYNTHETIC LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
503796,,DIGJAM,DIGJAM LTD.,Delisted,B ,10.00,INE471A01023,Textiles,Equity
503800,,SHREESYN,SHREE SYNTHETICS LTD.,Delisted,B ,10.00,INE872B01012, ,Equity
503804,,SHRIDINE,SHRI DINESH MILLS LTD.-$,Active,X ,10.00,INE204C01024,Textiles,Equity
503806,,SRF,SRF LTD.,Active,A ,10.00,INE647A01010,Diversified,Equity
503811,,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2.00,INE076B01028,Textiles,Equity
503816,,SWADPOL,SWADESHI POLYTEX LTD.,Active,XT,1.00,INE243N01029,Textiles,Equity
503823,,BIRLATR,BIRLA TRANSASIA CARPETS LTD.,Suspended,Z ,10.00,INE646O01013,Furniture-Furnishing-Paints,Equity
503830,,KAREEMS,KAREEMS SILK INTERNATIONAL LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
503831,,FOMEHOT,FOMENTO RESORTS & HOTELS LTD.,Delisted,X ,10.00,INE241E01014,Hotels,Equity
503837,,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,Active,XT,10.00,INE796C01011,Textiles,Equity
503839,,HAMSTAL,HAMCO STEELS & ALLOYS LTD.,Delisted,Z ,10.00,NA          , ,Equity
503847,,JAINSPN,JAIN SPINNERS LTD.,Delisted,Z ,10.00,NA          , ,Equity
503857,,SUPERSP,SIDDHARTHA SUPER SPINNING MILLS LTD.,Delisted,Z ,10.00, , ,Equity
503861,,JAIPURPO,JAIPUR POLYSPIN LTD.,Delisted,T ,10.00,INE916B01017, ,Equity
503863,,SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,XT,10.00,INE632A01012,Textiles,Equity
503873,,PRIYADSP,PRIYADARSHINI SPINNING MILLS LTD.,Delisted,Z ,10.00,INE165C01019,Textiles,Equity
503876,,TRPATFB,TIRUPATI FIBRES & INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
503878,,ORNTSYN,ORIENT SYNTEX LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
503881,,HINDSYNTEX,HIND SYNTEX LTD.,Suspended,Z ,10.00,INE155B01012,Textiles,Equity
503893,,ZSATYASL,SATYAM SILK MILLS LTD.,Active,P ,10.00,INE07MC01015,Other Financial Services,Equity
503897,,ARIHANTIND,ARIHANT INDUSTRIES LTD.,Delisted,Z ,10.00,INE332C01015,Textiles,Equity
503899,,OXEM BAP,OXEMBERG APPARELS LTD.,Suspended,P ,10.00,INE583O01018,Other Apparels & Accessories,Equity
503940,,ASIANELEC,ASIAN ELECTRONICS LTD.,Delisted,Z ,5.00,INE441A01026,Non-Durable Household Prod.,Equity
503956,,BAROELE,BARODA ELECTRIC METERS LTD.,Delisted,P ,10.00,NA          ,Other Elect.Equip./ Prod.,Equity
503960,,BBL,BHARAT BIJLEE LTD.-$,Active,A ,10.00,INE464A01028,Other Elect.Equip./ Prod.,Equity
503968,,CTRMFG,CTR MANUFACTURING INDUSTRIES LTD.,Delisted,Z ,100.00,INE372G01012, ,Equity
503976,,DEVINDL,DEVIDAYAL INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity
503978,,ZDIGIELE,DIGITAL ELECTRONICS LTD.,Delisted,ZP,10.00,INE053N01014,Comm.Trading  & Distribution,Equity
503982,,EDDYCUR,EDDY CURRENT CONTROLS (I) LTD.,Delisted,P ,10.00,NA          ,Other Elect.Equip./ Prod.,Equity
504000,,ELPROINTL,ELPRO INTERNATIONAL LTD.,Active,X ,1.00,INE579B01039,Other Elect.Equip./ Prod.,Equity
504008,,EMCO,EMCO LTD.-$,Active,Z ,2.00,INE078A01026,Heavy Electrical Equipment,Equity
504028,,GEE,GEE LTD.,Active,X ,2.00,INE064H01021,Other Industrial Goods,Equity
504033,,GLOBACT,GLOBE ACTIVE TECHNOLOGIES LTD.,Delisted,Z ,10.00,NA          , ,Equity
504036,,HIRECT,HIND RECTIFIERS LTD.,Active,B ,2.00,INE835D01023,Electronic Components,Equity
504058,,NIPPOBATRY,INDO-NATIONAL LTD.,Active,B ,10.00,INE567A01010,Non-Durable Household Prod.,Equity
504060,,INDSCBL,INDUSTRIAL CABLES (INDIA) LTD.,Delisted,Z ,10.00,INE510J01011, ,Equity
504067,,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,Active,A ,2.00,INE520A01027,IT Consulting & Software,Equity
504076,,JYOTI,JYOTI LTD.-$,Active,X ,10.00,INE511D01012,Heavy Electrical Equipment,Equity
504080,,JSLINDL,JSL INDUSTRIES LTD.,Active,XT,10.00,INE581L01018,Other Elect.Equip./ Prod.,Equity
504084,,KAYCEEI,KAYCEE INDUSTRIES LTD.,Active,X ,100.00,INE813G01015,Other Elect.Equip./ Prod.,Equity
504087,,KHNDHER,KHANDELWAL HERMANN ELECTRONICS LTD.,Delisted,P ,10.00,NA          ,Other Elect.Equip./ Prod.,Equity
504092,,INDOKEM,INDOKEM LTD.,Active,X ,10.00,INE716F01012,Specialty Chemicals,Equity
504093,,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,Active,X ,10.00,INE795A01017,Non-Durable Household Prod.,Equity
504107,,MLTRNSM,MELTRON SEMICONDUCTORS LTD.,Delisted,Z ,10.00,NA          , ,Equity
504112,,NELCO,NELCO LTD.,Active,A ,10.00,INE045B01015,IT Networking Equipment,Equity
504130,,OTISEDM,OTIS ELEVATOR CO. (INDIA) LTD.,Delisted,B ,10.00,INE099A01014, ,Equity
504132,,PERMAGN,PERMANENT MAGNETS LTD.-$,Active,X ,10.00,INE418E01018,Other Industrial Goods,Equity
504176,,HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,Active,X ,10.00,INE783E01015,Non-Durable Household Prod.,Equity
504180,,STDBAT,STANDARD BATTERIES LTD.,Active,XT,1.00,INE502C01039,Finance (including NBFCs),Equity
504184,,SYLVAEL,SYLVANIA & LAXMAN LTD.,Delisted,Z ,10.00,NA          , ,Equity
504202,,TRANELE,TRANSFORMERS & ELECTRICALS KERALA LTD.,Delisted,Z ,10.00,NA          , ,Equity
504212,,UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B ,10.00,INE279A01012,Other Elect.Equip./ Prod.,Equity
504220,,WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,Active,B ,10.00,INE100D01014,Industrial Machinery,Equity
504227,,WILLARD,WILLARD INDIA LTD.,Suspended,XT,10.00,INE481D01018,Jute & Jute Products,Equity
504240,,DLTNCBL,DELTON CABLES LTD.,Active,X ,10.00,INE872E01016,Other Elect.Equip./ Prod.,Equity
504243,,GENELEC,GENELEC LTD.,Delisted,P ,10.00,NA          ,Comm.Trading  & Distribution,Equity
504246,,ELCTRA,ELECTRA (INDIA) LTD.,Delisted,Z ,10.00,NA          , ,Equity
504250,,FCIOEN,FCI OEN CONNECTORS LTD.,Delisted,B ,10.00,INE669B01012, ,Equity
504252,,SAHAKEI,SAHA KEIL LTD.,Delisted,Z ,10.00,NA          , ,Equity
504256,,DELTRON,DELTRON LTD.,Suspended,P ,10.00,INE272R01011,Electronic Components,Equity
504258,,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,Active,X ,10.00,INE284C01018,Other Elect.Equip./ Prod.,Equity
504269,,KHAITANELE,KHAITAN ELECTRICALS LTD.,Suspended,Z ,10.00,INE761A01019,Household Appliances,Equity
504273,,MODULEX,Modulex Construction Technologies Ltd,Active,X ,10.00,INE064R01012,Construction & Engineering,Equity
504274,,WESTELE,WESTON ELECTRONIKS LTD.,Delisted,Z ,10.00,NA          , ,Equity
504278,,PUALIDM,PUNJAB ANAND LAMP INDUSTRIES LTD.,Delisted,B ,10.00,INE276B01016, ,Equity
504286,,DELTAMAGNT,Delta Manufacturing Ltd,Active,B ,10.00,INE393A01011,Other Elect.Equip./ Prod.,Equity
504288,,POLARIND,POLAR INDUSTRIES LTD.,Delisted,T ,10.00,INE057B01010,Household Appliances,Equity
504290,,TATAINFOTE,TATA INFOTECH LTD.,Delisted,B ,10.00,INE194A01013, ,Equity
504295,,KARWELD,KARNATAKA WELDING PRODUCTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
504335,,PAZEL,Pazel International Ltd,Active,XT,1.00,INE040N01029,Comm.Trading  & Distribution,Equity
504336,,INTRA,INDTRADECO LTD.,Suspended,XT,1.00,INE853B01020,Comm.Trading  & Distribution,Equity
504338,,ZBALSHYG,BALSARA HYGIENE PRODUCTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
504340,,CONFINT,Confidence Finance And Trading Limited,Active,X ,10.00,INE180M01033,Other Financial Services,Equity
504341,,RELTD,Ravindra Energy Ltd,Active,X ,10.00,INE206N01018,Other Financial Services,Equity
504343,,KANUMUN,KANUMANEK TRADING CO.LTD.,Delisted,Z ,10.00,NA          ,Comm.Trading  & Distribution,Equity
504345,,SAMLEPU,SAM LEASECO LTD.,Suspended,X ,1.00,INE368N01024,Finance (including NBFCs),Equity
504346,,GDTRAGN,G.D.TRADING & AGENCIES LTD.,Active,P ,10.00,INE713N01013,Other Financial Services,Equity
504351,,EMPOWER,EMPOWER INDIA LTD.,Suspended,XT,1.00,INE507F01023,IT Consulting & Software,Equity
504353,,ZTITANTR,TITAN TRADING & AGENCIES LTD.,Delisted,T ,10.00,INE353F01014,Comm.Trading  & Distribution,Equity
504356,,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIES LTD.,Active,XT,10.00,INE017P01014,Misc.Commercial Services,Equity
504358,,TURBO,TURBOTECH ENGINEERING LTD.,Suspended,X ,10.00,INE764M01018,Misc.Commercial Services,Equity
504360,,REMISIN,REMI SALES & ENGINEERING LTD.,Active,XT,10.00,INE130I01010,Comm.Trading  & Distribution,Equity
504362,,ZSIYARPO,SIYARAM PODDAR FINANCE & TRADING LTD.,Suspended,P ,10.00,INE232P01019,Misc.Commercial Services,Equity
504365,,RIDHISYN,RIDHI SYNTHETICS LTD.,Active,P ,10.00,INE07LK01010,Other Financial Services,Equity
504367,,CHAMPFIN,CHAMPION FINSEC LTD.,Delisted,Z ,10.00,INE815H01018,Misc.Commercial Services,Equity
504369,,GRANDMA,GRANDMA TRADING & AGENCIES LTD.,Suspended,Z ,1.00,INE927M01029,Comm.Trading  & Distribution,Equity
504373,,ZOPALTRD,OPAL TRADING LTD.,Delisted,Z ,10.00,NA          , ,Equity
504375,,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,Active,P ,10.00,INE459E01012,IT Consulting & Software,Equity
504377,,ATETRMGDM,A.T.E.TRADING & MANUFACTURING COMPANY LTD.,Delisted,Z ,10.00,NA          , ,Equity
504378,,NYSSACORP,Nyssa Corporation Limited,Active,XT,1.00,INE812K01027,Comm.Trading  & Distribution,Equity
504380,,FLOMIC,Flomic Global Logistics Ltd,Active,XT,10.00,INE952M01019,Comm.Trading  & Distribution,Equity
504382,,SMPLXTR,SIMPLEX TRADING & AGENCIES LTD.,Suspended,X ,10.00,INE518H01018,Misc.Commercial Services,Equity
504387,,ELFTRDG,ELF TRADING & CHEMICALS MANUFACTURING LTD.,Delisted,P ,10.00,NA          ,Comm.Trading  & Distribution,Equity
504389,,ZBALGHOL,BALGOPAL HOLDING & TRADERS LTD.,Suspended,P ,10.00,INE243P01016,Other Financial Services,Equity
504390,,AVTIL,AVTIL Enterprise Ltd,Suspended,XT,10.00,INE292N01018,Other Financial Services,Equity
504392,,KRISHNA,Krishna Ventures Limited,Active,XT,10.00,INE537L01010,Other Financial Services,Equity
504395,,UPTOWTR,UP TOWN TRADING & INVESTMENTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
504397,,GANHOLD,GANESH HOLDINGS LTD.,Active,XT,10.00,INE932M01011,Misc.Commercial Services,Equity
504398,,SJCORP,SJ CORPORATION LTD.,Active,X ,1.00,INE312B01027,Other Apparels & Accessories,Equity
504580,,MALCO,MADRAS ALUMINIUM CO.LTD.,Delisted,B ,2.00,INE223B01026, ,Equity
504601,,HARSTEEL,HARYANA STEEL & ALLOYS LTD.,Delisted,XD,10.00,INE567C01016,Iron & Steel/Interm.Products,Equity
504605,,UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,Active,X ,10.00,INE361D01012,Iron & Steel Products,Equity
504614,,SARDAEN,SARDA ENERGY & MINERALS LTD.-$,Active,B ,10.00,INE385C01013,Iron & Steel/Interm.Products,Equity
504615,,SOMANI,SOMANI IRON & STEEL LTD.,Delisted,Z ,10.00,NA          , ,Equity
504621,,BIHRFOC,BIHAR FOUNDRY & CASTINGS LTD.,Delisted,P ,10.00,NA          ,Iron & Steel/Interm.Products,Equity
504629,,ANILSPL,ANIL SPECIAL STEEL INDUSTRIES LTD.-$,Delisted,Z ,10.00,INE904B01013,Iron & Steel/Interm.Products,Equity
504646,,BGWTATO,BHAGWATI AUTOCAST LTD.,Active,X ,10.00,INE106G01014,Auto Parts & Equipment,Equity
504648,,BOMBWIR,BOMBAY WIRE ROPES LTD.,Active,XT,1.00,INE089T01023,Iron & Steel Products,Equity
504668,,CANRSTL,CANARA STEEL LTD.,Delisted,Z ,10.00,NA          , ,Equity
504673,,UNIVPRIM,UNIVERSAL PRIME ALUMINIUM LTD.,Active,XT,10.00,INE621D01019,Aluminium,Equity
504697,,GALADA,GALADA POWER & TELECOMMUNICATION LTD.,Active,Z ,10.00,INE255C01018,Other Elect.Equip./ Prod.,Equity
504701,,GONTER,GONTERMANN-PEIPERS (INDIA) LTD.,Suspended,Z ,10.00,INE530A01026,Iron & Steel/Interm.Products,Equity
504704,,GKW,GKW LTD.,Delisted,B ,10.00,INE528A01012, ,Equity
504707,,GRHMFRT-B,GRAHAM FIRTH STEEL PRODUCTS LTD.,Delisted,P ,10.00,NA          ,Iron & Steel/Interm.Products,Equity
504710,,GUJSTUB,GUJARAT STEEL TUBES LTD.,Delisted,Z ,100.00,NA          , ,Equity
504713,,HINDWRS,HINDUSTAN WIRES LTD.,Delisted,XT,10.00,INE075C01010,Other Industrial Products,Equity
504716,,HWIREMT,HIND WIRE INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity
504717,,STRIPMT,STEEL STRIPS LTD.,Active,XT,10.00,INE01RN01014,Iron & Steel/Interm.Products,Equity
504731,,IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,Active,XT,10.00,INE566M01017,Iron & Steel/Interm.Products,Equity
504736,,INFORDR,INDIA FORGE & DROP STAMPINGS LTD.,Delisted,Z ,10.00,NA          ,Auto Parts & Equipment,Equity
504741,,INDIANHUME,INDIAN HUME PIPE CO.LTD.,Active,A ,2.00,INE323C01030,Cement & Cement Products,Equity
504743,,ZDERCOIL,DERCO COOLING COILS LTD.,Delisted,Z ,10.00,NA          , ,Equity
504746,,INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,Active,P ,100.00,INE359D01016,Other Industrial Products,Equity
504751,,INDMETA-B,INDIAN METALS & FERRO ALLOYS LTD.,Delisted,Z ,10.00, , ,Equity
504754,,INSMT,INSMT,Delisted,Z ,10.00,INE501B01017, ,Equity
504784,,INDWIRE-B,INDORE WIRE CO.LTD.,Delisted,P ,10.00,NA          ,Iron & Steel Products,Equity
504786,,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,Active,X ,10.00,INE155E01016,Other Industrial Products,Equity
504807,,SUMMITSEC,SUMMIT SECURITIES LTD.,Delisted,B ,10.00,INE852A01016,Investment Companies,Equity
504810,,INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.,Active,X ,10.00,INE123E01014,BPO/KPO,Equity
504823,,MAHINDUGIN,MAHINDRA UGINE STEEL CO.LTD.,Delisted,B ,10.00,INE850A01010,Iron & Steel/Interm.Products,Equity
504824,,MAHELEK,MAHARASHTRA ELEKTROSMELT LTD.,Delisted,T ,10.00,INE400E01016,Other Non-Ferrous Metals,Equity
504840,,KAIRA,KAIRA CAN CO.LTD.,Active,X ,10.00,INE375D01012,Containers & Packaging,Equity
504844,,MHECKMT,MOHATTA & HECKEL LTD.,Delisted,P ,10.00, ,Iron & Steel Products,Equity
504855,,ZMUSSSTL,MUZAFFARNAGAR STEELS LTD.,Delisted,Z ,10.00,NA          , ,Equity
504860,,PRATRAJ,PARTAP RAJASTHAN SPECIAL STEEL LTD.,Delisted,P ,10.00,NA          ,Iron & Steel/Interm.Products,Equity
504864,,ORISSASP,ORISSA SPONGE IRON & STEEL LTD.-$,Suspended,Z ,10.00,INE228D01013,Iron & Steel/Interm.Products,Equity
504879,,ORIENTABRA,ORIENT ABRASIVES LTD.-$,Active,B ,1.00,INE569C01020,Other Industrial Products,Equity
504882,,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,Active,XT,10.00,INE166R01015,Realty,Equity
504888,,NAHARINT,NAHAR INTERNATIONAL LTD.,Delisted,T ,10.00,INE360A01010, ,Equity
504895,,RATHIAL,RATHI ALLOYS & STEEL LTD.,Delisted,Z ,10.00,NA          , ,Equity
504896,,RATHISPA,RATHI ISPAT LTD.-$,Delisted,XD,10.00,INE235D01018,Iron & Steel/Interm.Products,Equity
504903,,RATHIST,RATHI STEEL & POWER LTD.-$,Suspended,Z ,10.00,INE336C01016,Iron & Steel/Interm.Products,Equity
504908,,DUNCANENG,Duncan Engineering Ltd-$,Active,X ,10.00,INE340F01011,Auto Parts & Equipment,Equity
504918,,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,Active,X ,10.00,INE149K01016,Mining,Equity
504920,,JHAGCOP,JHAGADIA COPPER LTD.,Delisted,XT,10.00,INE666A01028,Copper,Equity
504925,,ZSMAHISP,SHREE MAHAVIR ISPAT LTD.,Delisted,Z ,10.00,NA          , ,Equity
504953,,STELCOM,STEEL COMPLEX LTD.,Delisted,Z ,10.00,NA          , ,Equity
504959,,STOVACQ,STOVEC INDUSTRIES LTD.,Active,X ,10.00,INE755D01015,Industrial Machinery,Equity
504960,,STEWARTQ,STEWARTS & LLOYDS OF INDIA LTD.-$,Suspended,XT,10.00,INE356D01012,Construction & Engineering,Equity
504961,,TATAYODOGA,TAYO ROLLS LTD.-$,Active,XT,10.00,INE895C01011,Iron & Steel/Interm.Products,Equity
504966,,TINPLATE,TINPLATE COMPANY OF INDIA LTD.,Active,A ,10.00,INE422C01014,Containers & Packaging,Equity
504973,,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Active,A ,1.00,INE149A01033,Holding Companies,Equity
504988,,ZWELCAST,WELCAST STEELS LTD.,Active,X ,10.00,INE380G01015,Other Industrial Products,Equity
504991,,VIDIRMT,VIDARBHA IRON & STEEL CORPORATION LTD.,Suspended,ZP,10.00,INE392D01017,Other Financial Services,Equity
504997,,BHRKSTSER,BHORUKA STEEL & SERVICES LTD.,Delisted,Z ,1.00,INE152I01014, ,Equity
504998,,WMINIMT,WESTERN MINISTIL LTD.,Active,P ,10.00,INE187U01015,Iron & Steel/Interm.Products,Equity
505010,,AUTOAXLES,AUTOMOTIVE AXLES LTD.,Active,A ,10.00,INE449A01011,Auto Parts & Equipment,Equity
505029,,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,Suspended,Z ,5.00,INE446A01025,2/3 Wheelers,Equity
505036,,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,Active,X ,10.00,INE451C01013,Auto Parts & Equipment,Equity
505052,,CLUTCHAUTO,CLUTCH AUTO LTD.-$,Delisted,Z ,10.00,INE779B01019,Auto Parts & Equipment,Equity
505075,,SETCO,SETCO AUTOMOTIVE LTD.,Active,B ,2.00,INE878E01021,Auto Parts & Equipment,Equity
505100,,INRADIA,INDIA RADIATORS LTD.,Suspended,P ,10.00,INE461Y01016,Auto Parts & Equipment,Equity
505141,,SCOOTER,SCOOTERS INDIA LTD.,Active,T ,10.00,INE959E01011,2/3 Wheelers,Equity
505155,,SANENG,SAN ENGINEERING & LOCOMOTIVE CO.LTD.,Delisted,T ,10.00,INE031H01012, ,Equity
505160,,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,Active,B ,10.00,INE187D01011,Auto Parts & Equipment,Equity
